Sensor_Type,Ammonia_ppm,Methane_ppm,CO2_ppm,H2S_ppm,MQ-137 Ammonia,MQ-4 Methane,MQ136 H2S,SCD41 CO2
MQ-137 Ammonia,177.37276818066698,38.34638955679439,3326.2757766554587,18.072953146600874,1.0,0.0,0.0,0.0
MQ-137 Ammonia,126.64441368025383,435.40979387463665,848.845559125905,2.613997575831811,1.0,0.0,0.0,0.0
MQ-4 Methane,187.6369655401136,394.4906066362684,2799.435584434277,3.728534166114258,0.0,1.0,0.0,0.0
MQ-137 Ammonia,67.93839545772694,199.7614455927674,3068.1951205284695,19.779690030872796,1.0,0.0,0.0,0.0
SCD41 CO2,148.3628081968809,212.3350869139909,3113.0755977200843,15.90735497100162,0.0,0.0,0.0,1.0
MQ-4 Methane,139.58717830082475,407.0753536824336,988.0910841437586,13.34665044921087,0.0,1.0,0.0,0.0
MQ-4 Methane,80.3129689755523,162.04288692046205,3367.059214573592,8.885181115606786,0.0,1.0,0.0,0.0
MQ-137 Ammonia,9.590544711136545,473.7110509808075,3859.9954085732857,15.961722775041943,1.0,0.0,0.0,0.0
MQ-137 Ammonia,62.504455266710146,334.73457076349086,1188.8391932372433,17.210059457160636,1.0,0.0,0.0,0.0
MQ-4 Methane,136.72002464874282,288.8644717226727,2607.4566884117107,18.2920187205106,0.0,1.0,0.0,0.0
MQ-137 Ammonia,140.36193183677415,188.38109365651874,1006.7235296689356,17.27114057430605,1.0,0.0,0.0,0.0
MQ-4 Methane,38.637786100312,29.335433662058627,1720.9530022493473,8.181846096032414,0.0,1.0,0.0,0.0
MQ-4 Methane,91.85726697634298,478.6650887492134,2212.369782384414,1.5220344111419815,0.0,1.0,0.0,0.0
MQ-4 Methane,119.2273011804874,91.12629524198276,381.9549863038417,1.8305804130785774,0.0,1.0,0.0,0.0
MQ136 H2S,110.20334379010221,259.6499189782055,1340.4396580957825,10.630842523050188,0.0,0.0,1.0,0.0
MQ-4 Methane,104.32845945320796,386.839002633315,4403.262872353546,18.70945551250479,0.0,1.0,0.0,0.0
MQ136 H2S,151.24956664435408,422.9161876750959,3673.2302192305115,6.680729463902619,0.0,0.0,1.0,0.0
MQ136 H2S,8.899039864817151,249.3420401748123,1789.1397365903613,8.735248550345439,0.0,0.0,1.0,0.0
MQ-137 Ammonia,95.8950630961,477.80832720497887,1803.8763873146772,7.124055386567308,1.0,0.0,0.0,0.0
MQ136 H2S,114.36042381801664,178.11978315405844,4503.898987715831,15.802922743765823,0.0,0.0,1.0,0.0
MQ-137 Ammonia,158.71493633571998,382.47849409605243,1154.192401866931,14.19567173299277,1.0,0.0,0.0,0.0
SCD41 CO2,99.5646830235095,64.58576125386058,1166.7323611272386,17.563874541426422,0.0,0.0,0.0,1.0
MQ-137 Ammonia,157.07623843424392,68.03760946777967,4336.632869926706,0.8135840900930247,1.0,0.0,0.0,0.0
MQ136 H2S,125.29541316171986,236.0553148538253,1255.5784360075827,2.9112350887324134,0.0,0.0,1.0,0.0
MQ-137 Ammonia,18.98014243266428,212.75960981295336,4918.873544001434,12.372110391072654,1.0,0.0,0.0,0.0
MQ-4 Methane,60.928545058496255,49.71941723250745,4214.44426866176,5.336837888970775,0.0,1.0,0.0,0.0
MQ-4 Methane,89.77842142129795,414.47330291364403,4360.574668290097,3.288803601597669,0.0,1.0,0.0,0.0
MQ-4 Methane,51.214033845930715,393.324292004275,3650.606600302593,15.924492599688488,0.0,1.0,0.0,0.0
MQ-4 Methane,33.72791478768476,206.12647896662494,3450.917655396153,15.733806202698368,0.0,1.0,0.0,0.0
MQ-137 Ammonia,159.75586510461736,390.6535640481872,4024.8004486823033,3.882111964265958,1.0,0.0,0.0,0.0
MQ-4 Methane,184.35504111022456,454.93490274227935,3012.7489065834984,4.242063245139905,0.0,1.0,0.0,0.0
MQ-137 Ammonia,127.13442991425995,425.34362429753475,1164.5223124866002,4.37573067998546,1.0,0.0,0.0,0.0
MQ-4 Methane,58.60959327278153,347.690274150522,3684.313459165054,3.7314041733004233,0.0,1.0,0.0,0.0
MQ-137 Ammonia,116.55092456357255,112.1817952433131,3145.4042281016186,18.033422758727795,1.0,0.0,0.0,0.0
SCD41 CO2,15.461766298333295,373.2445037352915,3893.365654285895,3.9592219128286907,0.0,0.0,0.0,1.0
MQ-4 Methane,17.07282896461592,210.5661470725692,2027.9314594411996,5.525818004166242,0.0,1.0,0.0,0.0
MQ136 H2S,191.73246799591143,52.894584250188416,446.0860161682578,18.4842829558107,0.0,0.0,1.0,0.0
MQ-137 Ammonia,68.90548552639787,357.95411122420995,2241.943716044005,3.6316091547734404,1.0,0.0,0.0,0.0
MQ-4 Methane,35.27743053151527,360.75804702998175,497.1828836625652,0.6140764170564925,0.0,1.0,0.0,0.0
SCD41 CO2,193.96406174822144,110.91404437655136,845.554723050668,3.0376763206553274,0.0,0.0,0.0,1.0
SCD41 CO2,35.42971412828352,320.1845955789002,626.9566724492136,10.373865996730881,0.0,0.0,0.0,1.0
MQ-4 Methane,180.37560519898736,92.41404399269454,3061.243148371723,7.181936016417439,0.0,1.0,0.0,0.0
SCD41 CO2,39.0536744007265,64.63490650542211,3843.276760045563,3.5066760927119214,0.0,0.0,0.0,1.0
MQ136 H2S,168.3412936970164,214.07058786306965,665.373215299685,3.364459370135651,0.0,0.0,1.0,0.0
MQ-4 Methane,145.1235968094961,149.9584666612233,3075.995330936209,16.774201215249178,0.0,1.0,0.0,0.0
MQ-137 Ammonia,185.37334347274302,25.339959016444634,883.8076885324431,17.62197610444202,1.0,0.0,0.0,0.0
MQ136 H2S,6.272536439688518,241.26650977660893,1755.1863909936171,7.1016392345851465,0.0,0.0,1.0,0.0
MQ-137 Ammonia,27.53114275589896,326.00131689638135,2374.52742826541,17.376640872406206,1.0,0.0,0.0,0.0
MQ-4 Methane,188.7804803897938,40.41349065575586,335.72497419550325,9.266389368165767,0.0,1.0,0.0,0.0
MQ136 H2S,194.23053546330928,131.87745144017296,758.3066183402678,14.457769203470475,0.0,0.0,1.0,0.0
MQ-4 Methane,180.07930227656092,258.29861733261004,1103.8168815914485,19.613474879678723,0.0,1.0,0.0,0.0
SCD41 CO2,44.11867673629825,74.02820767023233,803.7109309305522,3.056272988392331,0.0,0.0,0.0,1.0
MQ-137 Ammonia,127.19488080986896,113.16446127697196,4521.439385398805,8.653477559518729,1.0,0.0,0.0,0.0
SCD41 CO2,5.283665668150508,53.407334955748375,1106.669118589166,18.790490132981745,0.0,0.0,0.0,1.0
